nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Izby oddane do użytkowania,378,117,276
Kwota świadczeń społecznych brutto,4,16,251
Saldo obrotów towarowych wg kraju pochodzenia,223,1144,254
Saldo obrotów towarowych wg kraju wysyłki,183,1199,264
Saldo obrotów towarowych wg kraju wysyłki,183,1116,261
Nakłady wewnętrzne na działalność badawczą i rozwojową,406,79,282
Sprzedaż hurtowa towarów,110,832,266
Bieżąca sytuacja finansowa przedsiębiorstwa,141,803,256
Przewidywane zatrudnienie,174,777,247
Przyrost naturalny,18,1193,282
Przeciętne zatrudnienie w gospodarce narodowej,401,234,282
Przewidywana produkcja,168,956,249
Wskaźniki cen budynków i budowli,151,16,282
Saldo obrotów towarowych wg kraju pochodzenia,223,1194,255
Saldo obrotów towarowych wg kraju wysyłki,183,1116,257
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy zagraniczny,176,819,252
Powierzchnia użytkowa mieszkań oddanych do użytkowania,387,118,269
Stopień zużycia aparatury naukowo-badawczej w działalności badawczej i rozwojowej,411,79,282
Współczynnik skolaryzacji netto,438,1274,282
Źródła finansowania inwestycji - inne,191,797,329
Import towarów wg kraju wysyłki,222,1194,250
Przewidywane źródła finansowania działalności usługowej - środki własne,177,819,252
Pracujący w sektorze przedsiębiorstw,377,2,257
Stopa bezrobocia - BAEL (do 2020 r.),369,221,270
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,819,258
Liczba emerytów i rencistów,283,1192,264
Import towarów wg kraju pochodzenia,221,1243,251
Przewidywane zatrudnienie,174,777,251
Saldo obrotów towarowych wg kraju pochodzenia,223,1243,267
Powierzchnia użytkowa mieszkań w nowych budynkach mieszkalnych, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,388,113,275
Wskaźniki cen usług transportu, gospodarki magazynowej i telekomunikacji,327,605,248
Przeciętne ceny skupu produktów rolnych,318,774,252
Wskaźnik wolumenu w obrotach handlu zagranicznego w eksporcie,227,789,250
Import towarów wg kraju pochodzenia,221,1243,255
Zasiłki z ubezpieczenia społecznego,289,16,249
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,751,249
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,2,267
Bieżąca sytuacja finansowa przedsiębiorstwa,141,777,249
Saldo obrotów towarowych wg kraju wysyłki,183,1194,251
Import towarów wg kraju pochodzenia,221,1194,266
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,253
Produkcja budowlano-montażowa,392,16,282
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,256
Produkcja budowlano-montażowa,392,93,259
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,266
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,253
Wskaźniki cen towarów i usług konsumpcyjnych,305,736,256
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,16,253
Udzielone noclegi w turystycznych obiektach noclegowych,94,1283,273
Eksport towarów,220,1246,261
Eksport towarów,220,1136,264
Wskaźnik ufności koniunktury gospodarczej – budownictwo,185,16,248
Renty socjalne,290,16,255
Sieć gazowa przesyłowa,213,663,282
Kwota świadczeń emerytalno-rentowych,285,1192,250
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1261,248
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,776,247
Wskaźniki cen produkcji sprzedanej wyrobów przemysłowych,315,1259,255
Sieć gazowa przesyłowa,213,1072,282
Współczynnik aktywności zawodowej - BAEL (do 2020 r.),371,221,270
Stopa bezrobocia - BAEL (do 2020 r.),369,221,273
Bariery działalności w przetwórstwie przemysłowym,135,811,251
Bezrobotni - BAEL (do 2020 r.),367,1163,271
Małżeństwa na 1000 ludności,29,16,247
Import towarów wg kraju pochodzenia,221,1115,282
Import towarów wg kraju wysyłki,222,1115,256
Przewidywane nakłady inwestycyjne - handel,172,955,250
Przyrost naturalny na 1000 ludności,24,1197,278
Wskaźniki cen towarów i usług konsumpcyjnych,305,739,254
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,801,249
Przewidywane zamówienia u dostawców - handel,173,796,251
Stopa bezrobocia - BAEL (do 2020 r.),369,1163,270
Wskaźniki cen towarów i usług konsumpcyjnych,305,16,254
Opóźnienia płatności,158,801,250
Bieżąca sytuacja finansowa przedsiębiorstwa,141,751,257
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,834,255
Saldo obrotów towarowych wg kraju pochodzenia,223,1194,256
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,786,256
Dorośli skazani prawomocnie,295,1134,282
Przychody organizacji non-profit,88,358,322
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,777,252
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,247
Sprzedaż detaliczna towarów,109,827,251
Saldo obrotów towarowych wg kraju wysyłki,183,1115,255
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,12,268
Bieżąca sprzedaż,137,958,250
Wskaźniki cen towarów i usług konsumpcyjnych,305,909,254
Sprzedaż detaliczna towarów,109,849,267
Przewidywana sprzedaż,169,798,255
Bezrobotni - BAEL (do 2020 r.),367,221,282
Wskaźnik wolumenu w obrotach handlu zagranicznego w eksporcie,227,789,259
Kwota świadczeń społecznych brutto,4,16,250
Mieszkania oddane do użytkowania,381,16,282
Indeks kosztów zatrudnienia,404,25,270
Import energii,230,865,282
Import towarów wg kraju wysyłki,222,1144,250
Relacje cen detalicznych do cen skupu,319,784,253
Import towarów wg kraju wysyłki,222,1194,265
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,796,255
Wskaźniki cen produkcji sprzedanej przemysłu,314,658,263
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1242,261
Pozycja przedsiębiorstwa wobec konkurencji na rynku krajowym - przetwórstwo przemysłowe,162,751,256
Przewidywana sytuacja finansowa przedsiębiorstwa,170,777,256
Wskaźniki cen produktów rolnych uzyskiwanych przez rolników na targowiskach,323,781,249
Produkcja budowlano-montażowa,392,93,257
Eksport towarów,220,1198,262
Przewidywane zamówienia u dostawców - handel,173,757,253
Udzielone noclegi w turystycznych obiektach noclegowych,94,1304,249
Eksport towarów,220,1243,248
Eksport towarów,220,1246,263
Import towarów wg kraju pochodzenia,221,1136,264
Import towarów wg kraju wysyłki,222,1144,269
Zgłoszenia wynalazków,462,2,282
Bieżący portfel zamówień krajowy i zagraniczny (strumień) - przetwórstwo przemysłowe,144,751,257
Saldo obrotów towarowych wg kraju wysyłki,183,1115,259
Wskaźnik ogólnego klimatu koniunktury,184,776,255
Nakłady wewnętrzne na działalność badawczą i rozwojową,406,83,282
Przewidywane zatrudnienie,174,959,247
Wskaźnik wolumenu w obrotach handlu zagranicznego w imporcie,228,789,265
Bieżący stan zapasów towarów - handel,147,834,256
Import towarów wg kraju wysyłki,222,1116,260
Import towarów wg kraju pochodzenia,221,1115,266
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,257
Sprzedaż detaliczna towarów,109,849,273
Pozycja przedsiębiorstwa wobec konkurencji na rynku krajowym - przetwórstwo przemysłowe,162,2,253
Wykorzystanie mocy produkcyjnych przedsiębiorstwa,189,805,250
Bieżący popyt - usługi,143,819,247
Zużycie bezpośrednie,237,865,282
Produkcja budowlano-montażowa,392,16,255
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,786,251
Saldo obrotów towarowych wg kraju pochodzenia,223,1199,253
Import towarów wg kraju pochodzenia,221,1198,253
Przewidywane zatrudnienie,174,803,250
Przewidywane zamówienia u dostawców - handel,173,955,256
Zasiłki i świadczenia przedemerytalne,291,16,254
Źródła finansowania środków obrotowych w działalności handlowej - środki własne,196,757,251
Dni robocze nieprzepracowane w związku z uczestnictwem w strajkach,417,7,282
Bariery działalności w przetwórstwie przemysłowym,135,810,256
Miejsca na widowni w kinach stałych,121,156,282
Eksport towarów,220,1194,254
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,544,254
Saldo obrotów towarowych wg kraju wysyłki,183,1116,258
Przewidywane źródła finansowania działalności usługowej - środki własne,177,787,253
Import towarów wg kraju pochodzenia,221,1144,269
Produkcja budowlano-montażowa,392,93,261
Import towarów wg kraju wysyłki,222,1144,247
Pracujący - BAEL (do 2020 r.),1,1164,273
Przeciętne miesięczne wynagrodzenie brutto w sektorze przedsiębiorstw,376,1242,247
Wskaźniki cen produktów rolnych uzyskiwanych przez rolników na targowiskach,323,781,257
Pracujący w sektorze przedsiębiorstw,377,12,257
Saldo obrotów towarowych wg kraju wysyłki,183,1243,261
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,271
Eksport towarów,220,1198,254
Szkoły,433,1272,282
Przewidywane zamówienia u dostawców - handel,173,796,253
Bieżąca sprzedaż,137,804,257
Sprzedaż hurtowa towarów,110,832,263
Przeciętne zatrudnienie w sektorze przedsiębiorstw,375,12,267
Nadane stopnie naukowe,420,19,282
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,257
Wskaźnik ogólnego klimatu koniunktury,184,751,258
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,2,252
Średnie ceny za 1 m2 lokali mieszkalnych sprzedanych w ramach transakcji rynkowych,309,485,282
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,751,257
Eksport towarów,220,1144,247
Saldo obrotów towarowych wg kraju wysyłki,183,1246,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1243,254
Wskaźniki cen transakcyjnych w handlu zagranicznym,328,773,263
Przewidywany zagraniczny portfel zamówień - przetwórstwo przemysłowe,182,2,250
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,751,248
Przeciętne ceny produktów rolnych uzyskiwane przez rolników na targowiskach,317,779,248
Zasiłki z ubezpieczenia społecznego,289,16,263
Bieżący portfel zamówień na rynku krajowym - budownictwo,146,2,247
Kwota świadczeń emerytalno-rentowych,285,1192,263
Import towarów wg kraju wysyłki,222,1246,282
Saldo obrotów towarowych wg kraju wysyłki,183,1243,269
Relacje cen detalicznych do cen skupu,319,784,247
Przewidywany popyt,179,777,247
Pozwolenia na budowę i zgłoszenia z projektem budowlanym budowy nowych budynków zbiorowego zamieszkania oraz nowych budynków niemieszkalnych i obiektów inżynierii lądowej i wodnej,391,116,275
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,253
Przewidywane źródła finansowania działalności usługowej - kredyt bankowy krajowy,175,819,248
Obecne dokonywanie ważnych zakupów,471,16,254
Bieżąca sprzedaż,137,798,250
Obecne dokonywanie ważnych zakupów,471,16,251
Przeciętne ceny gruntów ornych w obrocie prywatnym,316,486,270
Przeciętne ceny skupu produktów rolnych,318,774,249
Wskaźnik ufności koniunktury gospodarczej – handel detaliczny,186,16,252
Eksport towarów,220,1115,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,257
Przyrost naturalny na 1000 ludności,24,16,256
Przewidywane zatrudnienie,174,959,258
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,282
Ceny detaliczne towarów nieżywnościowych i usług konsumpcyjnych,302,750,257
Ogólny wskaźnik syntetyczny koniunktury gospodarczej GUS (SI),157,936,250
Przewidywane zatrudnienie,174,776,249
Produkcja budowlano-montażowa,392,93,265
Przewidywana sytuacja finansowa przedsiębiorstwa,170,960,248
Przewidywana sprzedaż,169,798,250
Przewidywane źródła finansowania działalności usługowej - środki własne,177,787,257
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa,139,751,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1144,248
Odsetek przedsiębiorstw posiadających dostęp do Internetu,332,4,282
Pozycja przedsiębiorstwa wobec konkurencji na rynkach zagranicznych wewnątrz Unii Europejskiej - przetwórstwo przemysłowe,161,2,250
Pozycja przedsiębiorstwa wobec konkurencji na innych rynkach zagranicznych poza krajami Unii Europejskiej - przetwórstwo przemysłowe,160,786,253
Przewidywana produkcja,168,956,254
Eksport towarów,220,1115,252
Wskaźniki cen transakcyjnych w handlu zagranicznym,328,773,261
Koszty działalności organizacji non-profit,87,357,322
Bieżący stan zapasów towarów - handel,147,796,252
Wskaźnik ogólnego klimatu koniunktury,184,777,248
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,249
Mieszkania oddane do użytkowania,381,117,277
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,249
Przewidywana produkcja,168,801,257
Bieżąca produkcja,140,751,258
Saldo obrotów towarowych wg kraju pochodzenia,223,1246,265
Bariery działalności w usługach,136,817,247
Bieżąca sytuacja finansowa przedsiębiorstwa,141,751,254
Produkcja budowlano-montażowa,392,16,250
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,269
Przewidywane nakłady inwestycyjne - handel,172,796,253
Mieszkania oddane do użytkowania,381,117,274
Pozycja przedsiębiorstwa wobec konkurencji na innych rynkach zagranicznych poza krajami Unii Europejskiej - przetwórstwo przemysłowe,160,796,256
Sprzedaż detaliczna towarów,109,827,265
Ogrody botaniczne,352,2,282
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,252
Nauczyciele akademiccy na uczelniach,451,1029,282
Przeciętne miesięczne wynagrodzenie brutto w gospodarce narodowej,398,16,273
Przyrost naturalny na 1000 ludności,24,16,258
Mieszkania oddane do użytkowania,381,16,247
Pracujący w sektorze przedsiębiorstw,377,1242,253
Eksport towarów,220,1115,263
Przeciętna miesięczna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych,287,16,263
Saldo obrotów towarowych wg kraju wysyłki,183,1246,263
Opóźnienia płatności,158,751,253
Saldo obrotów towarowych wg kraju pochodzenia,223,1115,253
Przewidywane źródła finansowania działalności usługowej - środki własne,177,819,247
Źródła finansowania inwestycji - inne,191,797,328
Bieżący stan zapasów wyrobów gotowych - przetwórstwo przemysłowe,148,796,249
Sprzedaż detaliczna towarów,109,849,266
Import towarów wg kraju wysyłki,222,1136,264
Saldo obrotów towarowych wg kraju wysyłki,183,1194,263
Import towarów wg kraju wysyłki,222,1116,282
Import towarów wg kraju pochodzenia,221,1243,249
Wskaźniki cen produktów rolnych uzyskiwanych przez rolników na targowiskach,323,781,256
Wskaźniki cen produkcji sprzedanej przemysłu,314,657,260
Eksport towarów,220,1194,263
Eksport towarów,220,1116,248
Patenty europejskie na wynalazki uprawomocnione w Polsce,464,171,282
Eksport towarów,220,1144,260
Relacje cen targowiskowych do cen skupu żywca wieprzowego,320,16,250
Zagwarantowany okres działania przedsiębiorstwa - usługi,190,787,247
Saldo obrotów towarowych wg kraju pochodzenia,223,1144,253
Przewidywane zatrudnienie,174,803,258
Źródła finansowania środków obrotowych w działalności handlowej - kredyt bankowy,197,796,254
Wskaźnik wolumenu w obrotach handlu zagranicznego w eksporcie,227,789,253
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa,167,751,257
Import towarów wg kraju wysyłki,222,1115,261
Saldo obrotów towarowych wg kraju pochodzenia,223,1136,254
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,2,247
Bieżąca produkcja,140,956,256
Wydane książki i broszury,127,580,282
Bieżący zagraniczny portfel zamówień (strumień) - przetwórstwo przemysłowe,149,786,248
Import towarów wg kraju wysyłki,222,1246,262
Przewidywane źródła finansowania działalności usługowej - środki z budżetu państwa,178,787,255
Aktualne moce produkcyjne (przy posiadanym portfelu zamówień i przewidywanych zmianach popytu) - przetwórstwo przemysłowe,132,751,250
Mieszkania oddane do użytkowania,381,16,269
Saldo obrotów towarowych wg kraju wysyłki,183,1199,255
Import towarów wg kraju pochodzenia,221,1198,255
Przewidywany popyt,179,798,254
Import towarów wg kraju wysyłki,222,1243,264
Przewidywana sprzedaż,169,804,253
Wskaźniki cen produkcji budowlano-montażowej,312,93,265
Wskaźnik wolumenu w obrotach handlu zagranicznego w eksporcie,227,789,262
Przeciętne ceny skupu produktów rolnych,318,774,254
Saldo obrotów towarowych wg kraju pochodzenia,223,1116,258
